statement,label,statement_id,source
Port of Spain is a name of a country.,0,2954,capitals
Port Moresby is a city in Togo,0,2955,capitals
Georgetown is a name of a country.,0,2956,capitals
Cocos Islands is a name of a city.,0,2957,capitals
Iraq is a name of a city.,0,2958,capitals
Kosovo is a name of a city.,0,2959,capitals
Cape Verde is a name of a city.,0,2960,capitals
Papeete is a name of a country.,0,2961,capitals
Abuja is a name of a country.,0,2962,capitals
Ankara is a city in Iran,0,2963,capitals
Episkopi Cantonment is a city in Aruba,0,2964,capitals
Egypt is a name of a city.,0,2965,capitals
Manila is a name of a country.,0,2966,capitals
Jersey is a name of a city.,0,2967,capitals
Vaduz is a city in Nagorno-Karabakh Republic,0,2968,capitals
Yaren is a name of a country.,0,2969,capitals
Dili is a city in Venezuela,0,2970,capitals
Suriname is a name of a city.,0,2971,capitals
Astana is a name of a country.,0,2972,capitals
Abu Dhabi is a city in San Marino,0,2973,capitals
Djibouti is a name of a city.,0,2974,capitals
St. Helier is a city in Montserrat,0,2975,capitals
Eritrea is a name of a city.,0,2976,capitals
Estonia is a name of a city.,0,2977,capitals
Jakarta is a city in Jamaica,0,2978,capitals
Sint Maarten is a name of a city.,0,2979,capitals
West Island is a name of a country.,0,2980,capitals
Ascension Island is a name of a city.,0,2981,capitals
Dodoma is a city in United Kingdom,0,2982,capitals
Dushanbe is a name of a country.,0,2983,capitals
Bulgaria is a name of a city.,0,2984,capitals
Astana is a city in Canada,0,2985,capitals
Brasília is a name of a country.,0,2986,capitals
Syria is a name of a city.,0,2987,capitals
Ljubljana is a city in South Africa,0,2988,capitals
Freetown is a name of a country.,0,2989,capitals
Manila is a city in Poland,0,2990,capitals
Thimphu is a name of a country.,0,2991,capitals
Burma is a name of a city.,0,2992,capitals
Curaçao is a name of a city.,0,2993,capitals
Andorra la Vella is a city in Liberia,0,2994,capitals
Jordan is a name of a city.,0,2995,capitals
Luxembourg is a name of a country.,0,2996,capitals
Bahamas is a name of a city.,0,2997,capitals
Algiers is a name of a country.,0,2998,capitals
Brazzaville is a name of a country.,0,2999,capitals
United States is a name of a city.,0,3000,capitals
Rome is a city in Malaysia,0,3001,capitals
Stanley is a city in Sint Maarten,0,3002,capitals
Stockholm is a city in India,0,3003,capitals
Uganda is a name of a city.,0,3004,capitals
Adamstown is a city in Hungary,0,3005,capitals
N'Djamena is a name of a country.,0,3006,capitals
Melekeok is a city in Saint Helena,0,3007,capitals
Germany is a name of a city.,0,3008,capitals
Vienna is a name of a country.,0,3009,capitals
Swaziland is a name of a city.,0,3010,capitals
Niue is a name of a city.,0,3011,capitals
Asunción is a city in Liechtenstein,0,3012,capitals
Rabat is a name of a country.,0,3013,capitals
Ulan Bator is a city in Cocos Islands,0,3014,capitals
Manama is a name of a country.,0,3015,capitals
Kinshasa is a city in South Ossetia,0,3016,capitals
Cayman Islands is a name of a city.,0,3017,capitals
Greenland is a name of a city.,0,3018,capitals
Tirana is a city in Japan,0,3019,capitals
New Delhi is a name of a country.,0,3020,capitals
Sahrawi Arab Democratic Republic  is a name of a city.,0,3021,capitals
Bucharest is a name of a country.,0,3022,capitals
Naypyidaw is a name of a country.,0,3023,capitals
Tripoli is a city in Senegal,0,3024,capitals
Italy is a name of a city.,0,3025,capitals
Porto-Novo is a name of a country.,0,3026,capitals
Kigali is a city in Northern Cyprus,0,3027,capitals
Colombia is a name of a city.,0,3028,capitals
Skopje is a name of a country.,0,3029,capitals
Angola is a name of a city.,0,3030,capitals
Dili is a city in Italy,0,3031,capitals
Bern is a name of a country.,0,3032,capitals
Kinshasa is a name of a country.,0,3033,capitals
Cairo is a name of a country.,0,3034,capitals
Brunei is a name of a city.,0,3035,capitals
Libya is a name of a city.,0,3036,capitals
St. John's is a city in Azerbaijan,0,3037,capitals
Antananarivo is a city in Anguilla,0,3038,capitals
Seoul is a name of a country.,0,3039,capitals
Taipei is a city in Malta,0,3040,capitals
Paris is a name of a country.,0,3041,capitals
Singapore is a name of a country.,0,3042,capitals
Athens is a city in Bangladesh,0,3043,capitals
Muscat is a name of a country.,0,3044,capitals
Douglas is a name of a country.,0,3045,capitals
Banjul is a city in Norway,0,3046,capitals
Phnom Penh is a city in United States,0,3047,capitals
São Tomé is a name of a country.,0,3048,capitals
Castries is a name of a country.,0,3049,capitals
Budapest is a name of a country.,0,3050,capitals
Tiraspol is a city in Brunei,0,3051,capitals
San Juan is a city in Ethiopia,0,3052,capitals
George Town is a city in Libya,0,3053,capitals
Madagascar is a name of a city.,0,3054,capitals
Denmark is a name of a city.,0,3055,capitals
St. Helier is a name of a country.,0,3056,capitals
French Guiana is a name of a city.,0,3057,capitals
Liberia is a name of a city.,0,3058,capitals
St. George's is a name of a country.,0,3059,capitals
Quito is a name of a country.,0,3060,capitals
Bissau is a city in Sri Lanka,0,3061,capitals
Mozambique is a name of a city.,0,3062,capitals
Spain is a name of a city.,0,3063,capitals
Trinidad and Tobago is a name of a city.,0,3064,capitals
Yerevan is a name of a country.,0,3065,capitals
Sudan is a name of a city.,0,3066,capitals
Caracas is a name of a country.,0,3067,capitals
Doha is a name of a country.,0,3068,capitals
Bangladesh is a name of a city.,0,3069,capitals
Paramaribo is a city in Tuvalu,0,3070,capitals
Federated States of Micronesia is a name of a city.,0,3071,capitals
Mongolia is a name of a city.,0,3072,capitals
Botswana is a name of a city.,0,3073,capitals
Peru is a name of a city.,0,3074,capitals
Honduras is a name of a city.,0,3075,capitals
Kigali is a name of a country.,0,3076,capitals
São Tomé is a city in Puerto Rico,0,3077,capitals
Alofi is a name of a country.,0,3078,capitals
Podgorica is a city in Argentina,0,3079,capitals
Monrovia is a city in Bosnia and Herzegovina,0,3080,capitals
Riyadh is a name of a country.,0,3081,capitals
Podgorica is a city in Cuba,0,3082,capitals
Tbilisi is a city in Turkey,0,3083,capitals
Baghdad is a name of a country.,0,3084,capitals
Libreville is a name of a country.,0,3085,capitals
Kingstown is a name of a country.,0,3086,capitals
Harare is a name of a country.,0,3087,capitals
Basseterre is a name of a country.,0,3088,capitals
Malawi is a name of a city.,0,3089,capitals
Austria is a name of a city.,0,3090,capitals
Mexico is a name of a city.,0,3091,capitals
Asunción is a city in New Caledonia,0,3092,capitals
São Tomé and Príncipe is a name of a city.,0,3093,capitals
Greece is a name of a city.,0,3094,capitals
Nuuk is a name of a country.,0,3095,capitals
Warsaw is a city in Dominican Republic,0,3096,capitals
Cyprus is a name of a city.,0,3097,capitals
Guyana is a name of a city.,0,3098,capitals
Yamoussoukro is a city in East Timor,0,3099,capitals
Khartoum is a name of a country.,0,3100,capitals
Belgrade is a city in Burma,0,3101,capitals
Vatican City is a city in Germany,0,3102,capitals
Funafuti is a name of a country.,0,3103,capitals
Mogadishu is a name of a country.,0,3104,capitals
Bucharest is a city in Cook Islands,0,3105,capitals
Copenhagen is a name of a country.,0,3106,capitals
St. George's is a city in Madagascar,0,3107,capitals
Charlotte Amalie is a name of a country.,0,3108,capitals
Turkey is a name of a city.,0,3109,capitals
Paraguay is a name of a city.,0,3110,capitals
San Juan is a city in Afghanistan,0,3111,capitals
Port Louis is a city in Latvia,0,3112,capitals
El Aaiún is a name of a country.,0,3113,capitals
Guatemala City is a name of a country.,0,3114,capitals
Hamilton is a name of a country.,0,3115,capitals
Easter Island is a name of a city.,0,3116,capitals
Freetown is a city in Lesotho,0,3117,capitals
Azerbaijan is a name of a city.,0,3118,capitals
Praia is a city in Tanzania,0,3119,capitals
San Salvador is a city in Slovenia,0,3120,capitals
Wellington is a city in Central African Republic,0,3121,capitals
St. Helier is a city in Bahrain,0,3122,capitals
Beijing is a name of a country.,0,3123,capitals
Guinea is a name of a city.,0,3124,capitals
Marshall Islands is a name of a city.,0,3125,capitals
Ljubljana is a name of a country.,0,3126,capitals
Avarua is a city in Syria,0,3127,capitals
Avarua is a city in Guam,0,3128,capitals
Tarawa is a name of a country.,0,3129,capitals
Malabo is a name of a country.,0,3130,capitals
Lebanon is a name of a city.,0,3131,capitals
Porto-Novo is a city in Norfolk Island,0,3132,capitals
Qatar is a name of a city.,0,3133,capitals
Mbabane is a city in Turks and Caicos Islands,0,3134,capitals
Road Town is a name of a country.,0,3135,capitals
Tunisia is a name of a city.,0,3136,capitals
Czech Republic is a name of a city.,0,3137,capitals
Kathmandu is a name of a country.,0,3138,capitals
Grenada is a name of a city.,0,3139,capitals
Sri Lanka is a name of a city.,0,3140,capitals
Santo Domingo is a name of a country.,0,3141,capitals
Haiti is a name of a city.,0,3142,capitals
Kiev is a city in Kiribati,0,3143,capitals
Castries is a city in Brazil,0,3144,capitals
Gustavia is a name of a country.,0,3145,capitals
Nairobi is a city in Andorra,0,3146,capitals
Gambia is a name of a city.,0,3147,capitals
Palikir is a name of a country.,0,3148,capitals
Prague is a name of a country.,0,3149,capitals
Juba is a city in Albania,0,3150,capitals
Isle of Man is a name of a city.,0,3151,capitals
Pretoria is a city in Saint Kitts and Nevis,0,3152,capitals
Yamoussoukro is a name of a country.,0,3153,capitals
Turks and Caicos Islands is a name of a city.,0,3154,capitals
Kathmandu is a city in Tristan da Cunha,0,3155,capitals
Kigali is a city in Serbia,0,3156,capitals
Yaren is a city in Malawi,0,3157,capitals
Bissau is a city in Angola,0,3158,capitals
Nairobi is a city in France,0,3159,capitals
Latvia is a name of a city.,0,3160,capitals
Stanley is a name of a country.,0,3161,capitals
Amsterdam is a city in Saint Vincent and the Grenadines,0,3162,capitals
Berlin is a name of a country.,0,3163,capitals
Ouagadougou is a city in Ireland,0,3164,capitals
Tskhinvali is a city in New Zealand,0,3165,capitals
Chad is a name of a city.,0,3166,capitals
Baku is a name of a country.,0,3167,capitals
Tiraspol is a name of a country.,0,3168,capitals
Bangui is a city in Uganda,0,3169,capitals
Tehran is a name of a country.,0,3170,capitals
Plymouth is a name of a country.,0,3171,capitals
Indonesia is a name of a city.,0,3172,capitals
Tskhinvali is a name of a country.,0,3173,capitals
Canberra is a name of a country.,0,3174,capitals
Nicaragua is a name of a city.,0,3175,capitals
Zagreb is a name of a country.,0,3176,capitals
United Arab Emirates is a name of a city.,0,3177,capitals
Maseru is a name of a country.,0,3178,capitals
Maputo is a name of a country.,0,3179,capitals
Tegucigalpa is a name of a country.,0,3180,capitals
Doha is a city in Comoros,0,3181,capitals
Amsterdam is a name of a country.,0,3182,capitals
Dominican Republic is a name of a city.,0,3183,capitals
Port-au-Prince is a name of a country.,0,3184,capitals
Afghanistan is a name of a city.,0,3185,capitals
Nicosia is a city in Sahrawi Arab Democratic Republic ,0,3186,capitals
Tarawa is a city in Mexico,0,3187,capitals
Laos is a name of a city.,0,3188,capitals
Tallinn is a city in Pitcairn Islands,0,3189,capitals
Windhoek is a name of a country.,0,3190,capitals
Nouakchott is a city in Lebanon,0,3191,capitals
Addis Ababa is a city in Cambodia,0,3192,capitals
Oranjestad is a city in Papua New Guinea,0,3193,capitals
Majuro is a name of a country.,0,3194,capitals
Beirut is a name of a country.,0,3195,capitals
Rabat is a city in Macedonia,0,3196,capitals
Chile is a name of a city.,0,3197,capitals
Philipsburg is a name of a country.,0,3198,capitals
Morocco is a name of a city.,0,3199,capitals
American Samoa is a name of a city.,0,3200,capitals
Gaborone is a name of a country.,0,3201,capitals
Slovenia is a name of a city.,0,3202,capitals
Bangkok is a city in Moldova,0,3203,capitals
Somalia is a name of a city.,0,3204,capitals
Zambia is a name of a city.,0,3205,capitals
Muscat is a city in American Samoa,0,3206,capitals
Bratislava is a name of a country.,0,3207,capitals
Jerusalem is a name of a country.,0,3208,capitals
Uruguay is a name of a city.,0,3209,capitals
Juba is a city in Benin,0,3210,capitals
Malta is a name of a city.,0,3211,capitals
Vientiane is a city in Kyrgyzstan,0,3212,capitals
Iceland is a name of a city.,0,3213,capitals
Port Vila is a name of a country.,0,3214,capitals
Conakry is a city in Wallis and Futuna,0,3215,capitals
Oslo is a name of a country.,0,3216,capitals
Hungary is a name of a city.,0,3217,capitals
Guatemala is a name of a city.,0,3218,capitals
Accra is a city in Australia,0,3219,capitals
Nassau is a city in British Virgin Islands,0,3220,capitals
Kuwait City is a city in Swaziland,0,3221,capitals
Conakry is a name of a country.,0,3222,capitals
Nouakchott is a city in Cameroon,0,3223,capitals
Bahrain is a name of a city.,0,3224,capitals
Avarua is a name of a country.,0,3225,capitals
Tbilisi is a city in United States Virgin Islands,0,3226,capitals
Montevideo is a name of a country.,0,3227,capitals
Tajikistan is a name of a city.,0,3228,capitals
Hagåtña is a name of a country.,0,3229,capitals
Sri Jayawardenepura Kotte is a name of a country.,0,3230,capitals
Tristan da Cunha is a name of a city.,0,3231,capitals
Chisinau is a city in Egypt,0,3232,capitals
South Ossetia is a name of a city.,0,3233,capitals
Jamestown is a city in Abkhazia,0,3234,capitals
Belize is a name of a city.,0,3235,capitals
Hanga Roa is a name of a country.,0,3236,capitals
Panama City is a name of a country.,0,3237,capitals
China is a name of a city.,0,3238,capitals
Malé is a name of a country.,0,3239,capitals
Minsk is a city in Mozambique,0,3240,capitals
Cayenne is a name of a country.,0,3241,capitals
Russia is a name of a city.,0,3242,capitals
Singapore is a city in Slovakia,0,3243,capitals
Helsinki is a name of a country.,0,3244,capitals
Belgium is a name of a city.,0,3245,capitals
San Juan is a name of a country.,0,3246,capitals
Accra is a name of a country.,0,3247,capitals
Hanoi is a city in Grenada,0,3248,capitals
Tirana is a city in Faroe Islands,0,3249,capitals
Washington D.C. is a name of a country.,0,3250,capitals
Yerevan is a city in Seychelles,0,3251,capitals
Asmara is a city in Isle of Man,0,3252,capitals
Baghdad is a city in Bahamas,0,3253,capitals
San Salvador is a city in Maldives,0,3254,capitals
Ouagadougou is a city in Haiti,0,3255,capitals
Bogotá is a city in Bulgaria,0,3256,capitals
Grytviken is a city in Sierra Leone,0,3257,capitals
Warsaw is a city in South Georgia and the South Sandwich Islands,0,3258,capitals
Sukhumi is a name of a country.,0,3259,capitals
Episkopi Cantonment is a city in Guatemala,0,3260,capitals
Jamestown is a name of a country.,0,3261,capitals
Solomon Islands is a name of a city.,0,3262,capitals
Northern Cyprus is a name of a city.,0,3263,capitals
Nouakchott is a city in Bolivia,0,3264,capitals
Papeete is a city in Botswana,0,3265,capitals
Paramaribo is a name of a country.,0,3266,capitals
Libreville is a city in Vietnam,0,3267,capitals
Ankara is a name of a country.,0,3268,capitals
Asmara is a name of a country.,0,3269,capitals
Kuwait City is a name of a country.,0,3270,capitals
Tunis is a city in Ecuador,0,3271,capitals
Honiara is a name of a country.,0,3272,capitals
Kingston is a name of a country.,0,3273,capitals
Amman is a name of a country.,0,3274,capitals
Japan is a name of a city.,0,3275,capitals
Moldova is a name of a city.,0,3276,capitals
Saint Martin is a name of a city.,0,3277,capitals
Panama is a name of a city.,0,3278,capitals
Moroni is a name of a country.,0,3279,capitals
Sana'a is a city in Monaco,0,3280,capitals
Copenhagen is a city in  Vatican City,0,3281,capitals
Vanuatu is a name of a city.,0,3282,capitals
Kingston is a city in Singapore,0,3283,capitals
N'Djamena is a city in Iceland,0,3284,capitals
Burundi is a name of a city.,0,3285,capitals
Montenegro is a name of a city.,0,3286,capitals
Malabo is a city in Ivory Coast,0,3287,capitals
Stockholm is a name of a country.,0,3288,capitals
Sana'a is a city in Somaliland,0,3289,capitals
Ashgabat is a city in Guernsey,0,3290,capitals
Anguilla is a name of a city.,0,3291,capitals
Vatican City is a name of a country.,0,3292,capitals
Pristina is a name of a country.,0,3293,capitals
North Korea is a name of a city.,0,3294,capitals
Oslo is a city in Tunisia,0,3295,capitals
Port Moresby is a city in Barbados,0,3296,capitals
Yemen is a name of a city.,0,3297,capitals
Dakar is a name of a country.,0,3298,capitals
Suva is a name of a country.,0,3299,capitals
Burkina Faso is a name of a city.,0,3300,capitals
Addis Ababa is a name of a country.,0,3301,capitals
Bhutan is a name of a city.,0,3302,capitals
Buenos Aires is a name of a country.,0,3303,capitals
Addis Ababa is a city in Bermuda,0,3304,capitals
Niamey is a name of a country.,0,3305,capitals
Sierra Leone is a name of a city.,0,3306,capitals
Phnom Penh is a name of a country.,0,3307,capitals
Senegal is a name of a city.,0,3308,capitals
Tirana is a city in North Korea,0,3309,capitals
Sri Jayawardenepura Kotte is a city in United Arab Emirates,0,3310,capitals
Ulan Bator is a name of a country.,0,3311,capitals
Nicosia is a name of a country.,0,3312,capitals
Kuala Lumpur is a city in Dominica,0,3313,capitals
Tórshavn is a name of a country.,0,3314,capitals
Rome is a name of a country.,0,3315,capitals
Puerto Rico is a name of a city.,0,3316,capitals
Cambodia is a name of a city.,0,3317,capitals
Georgetown is a city in Mauritania,0,3318,capitals
Managua is a city in Portugal,0,3319,capitals
Maldives is a name of a city.,0,3320,capitals
Yaoundé is a name of a country.,0,3321,capitals
Basseterre is a city in Greece,0,3322,capitals
Norfolk Island is a name of a city.,0,3323,capitals
Canada is a name of a city.,0,3324,capitals
Sri Jayawardenepura Kotte is a city in Yemen,0,3325,capitals
France is a name of a city.,0,3326,capitals
Reykjavík is a city in El Salvador,0,3327,capitals
Tbilisi is a city in Israel,0,3328,capitals
Hargeisa is a name of a country.,0,3329,capitals
Belgrade is a city in Guinea-Bissau,0,3330,capitals
Saipan is a name of a country.,0,3331,capitals
Marigot is a city in Jordan,0,3332,capitals
United Kingdom is a name of a city.,0,3333,capitals
Bosnia and Herzegovina is a name of a city.,0,3334,capitals
Beirut is a city in Philippines,0,3335,capitals
Sucre is a city in Ukraine,0,3336,capitals
Falkland Islands is a name of a city.,0,3337,capitals
Addis Ababa is a city in Nauru,0,3338,capitals
Jamestown is a city in Honduras,0,3339,capitals
French Polynesia is a name of a city.,0,3340,capitals
Equatorial Guinea is a name of a city.,0,3341,capitals
Akrotiri and Dhekelia is a name of a city.,0,3342,capitals
Lomé is a name of a country.,0,3343,capitals
Niger is a name of a city.,0,3344,capitals
East Timor is a name of a city.,0,3345,capitals
Australia is a name of a city.,0,3346,capitals
Thimphu is a city in Qatar,0,3347,capitals
Vaduz is a name of a country.,0,3348,capitals
Dodoma is a city in Democratic Republic of the Congo,0,3349,capitals
Gabon is a name of a city.,0,3350,capitals
Edinburgh of the Seven Seas is a name of a country.,0,3351,capitals
Macedonia is a name of a city.,0,3352,capitals
Tokyo is a name of a country.,0,3353,capitals
Port Vila is a city in Nicaragua,0,3354,capitals
Willemstad is a name of a country.,0,3355,capitals
Andorra is a name of a city.,0,3356,capitals
Port Louis is a city in Belarus,0,3357,capitals
Philippines is a name of a city.,0,3358,capitals
Bratislava is a city in Finland,0,3359,capitals
Guernsey is a name of a city.,0,3360,capitals
Vilnius is a name of a country.,0,3361,capitals
India is a name of a city.,0,3362,capitals
Kabul is a name of a country.,0,3363,capitals
Port Moresby is a name of a country.,0,3364,capitals
Tirana is a name of a country.,0,3365,capitals
Asunción is a name of a country.,0,3366,capitals
Episkopi Cantonment is a city in Panama,0,3367,capitals
Mbabane is a city in Austria,0,3368,capitals
Sofia is a name of a country.,0,3369,capitals
Juba is a name of a country.,0,3370,capitals
Baku is a city in Paraguay,0,3371,capitals
Pago Pago is a name of a country.,0,3372,capitals
South Africa is a name of a city.,0,3373,capitals
Grytviken is a name of a country.,0,3374,capitals
Bermuda is a name of a city.,0,3375,capitals
Zimbabwe is a name of a city.,0,3376,capitals
Lima is a name of a country.,0,3377,capitals
Finland is a name of a city.,0,3378,capitals
Lima is a city in Laos,0,3379,capitals
Port Louis is a name of a country.,0,3380,capitals
Dublin is a name of a country.,0,3381,capitals
Ashgabat is a city in Costa Rica,0,3382,capitals
Cockburn Town is a name of a country.,0,3383,capitals
United States Virgin Islands is a name of a city.,0,3384,capitals
Tbilisi is a city in Akrotiri and Dhekelia,0,3385,capitals
Promethium has the atomic number of 60.,0,3386,elements
Hafnium appears in its standard state as Gas.,0,3387,elements
Potassium is in the Actinide group.,0,3388,elements
Ytterbium has the highest melting point of all elements and is used in lightbulb filaments.,0,3389,elements
Thallium is an essential trace element used in photovoltaic cells and glass production.,0,3390,elements
Astatine is in the Actinide group.,0,3391,elements
Holmium is necessary for aerobic respiration in living organisms.,0,3392,elements
Magnesium is used in the production of glass and ceramics.,0,3393,elements
Tantalum has the symbol Cs.,0,3394,elements
Vanadium has the atomic number of 66.,0,3395,elements
Gold is the most reactive and electronegative element.,0,3396,elements
Selenium has the atomic number of 60.,0,3397,elements
Samarium is in the Transition metal group.,0,3398,elements
Neodymium is a radioactive actinide mainly used in research and plutonium production.,0,3399,elements
Uranium has the atomic number of 82.,0,3400,elements
Astatine appears in its standard state as Gas.,0,3401,elements
Boron is in the Post-transition metal group.,0,3402,elements
Arsenic is used in lasers and magnetic refrigeration.,0,3403,elements
Phosphorus has the atomic number of 37.,0,3404,elements
Niobium is in the Lanthanide group.,0,3405,elements
"Praseodymium is used in coins, batteries, and corrosion-resistant alloys.",0,3406,elements
Oxygen is a noble gas used in lighting and medical imaging.,0,3407,elements
Carbon appears in its standard state as Gas.,0,3408,elements
Carbon has the symbol In.,0,3409,elements
Palladium is a liquid at room temperature and used in thermometers and some electrical switches.,0,3410,elements
Erbium appears in its standard state as Gas.,0,3411,elements
Cobalt is used to galvanize steel and is an essential trace element in living organisms.,0,3412,elements
Tin has the atomic number of 75.,0,3413,elements
Chromium appears in its standard state as Gas.,0,3414,elements
Sodium has the symbol Lu.,0,3415,elements
Lutetium has the symbol Be.,0,3416,elements
Krypton has the symbol Nb.,0,3417,elements
Tellurium appears in its standard state as Gas.,0,3418,elements
Silicon has the atomic number of 59.,0,3419,elements
Gallium has the atomic number of 10.,0,3420,elements
Aluminum appears in its standard state as Gas.,0,3421,elements
Xenon is used in nuclear reactors due to its low neutron absorption.,0,3422,elements
Polonium is in the Actinide group.,0,3423,elements
Rhodium has the symbol Sn.,0,3424,elements
Iron is in the Lanthanide group.,0,3425,elements
Thulium has the atomic number of 64.,0,3426,elements
Erbium has the symbol Pr.,0,3427,elements
Arsenic appears in its standard state as Liquid.,0,3428,elements
Chlorine appears in its standard state as Solid.,0,3429,elements
Ruthenium is in the Lanthanide group.,0,3430,elements
Lutetium is in the Transition metal group.,0,3431,elements
Terbium has the symbol Ta.,0,3432,elements
Magnesium has the symbol Br.,0,3433,elements
Yttrium is a noble gas used in some lighting applications and window insulation.,0,3434,elements
Lithium has the symbol Sb.,0,3435,elements
Molybdenum has the atomic number of 43.,0,3436,elements
Antimony has the symbol Al.,0,3437,elements
Radium has the atomic number of 89.,0,3438,elements
Thallium has the atomic number of 82.,0,3439,elements
Lead is in the Noble gas group.,0,3440,elements
Hafnium is in the Alkaline earth metal group.,0,3441,elements
Neodymium has the atomic number of 93.,0,3442,elements
Iridium is in the Alkaline earth metal group.,0,3443,elements
Nickel is in the Lanthanide group.,0,3444,elements
Aluminum is used in MRI contrast agents and X-ray tubes.,0,3445,elements
Terbium has the atomic number of 89.,0,3446,elements
Samarium has the atomic number of 28.,0,3447,elements
Chromium is in the Actinide group.,0,3448,elements
Arsenic has the symbol Re.,0,3449,elements
Titanium has the symbol B.,0,3450,elements
Promethium is in the Halogen group.,0,3451,elements
Mercury is a highly conductive and reflective metal used in jewelry and electronics.,0,3452,elements
Rhenium appears in its standard state as Gas.,0,3453,elements
Neon has the atomic number of 63.,0,3454,elements
Holmium has the symbol Tb.,0,3455,elements
Tantalum appears in its standard state as Gas.,0,3456,elements
Erbium reacts violently with water and is essential for nerve function.,0,3457,elements
Gadolinium is in the Transition metal group.,0,3458,elements
Nickel has the atomic number of 8.,0,3459,elements
Chlorine is in the Post-transition metal group.,0,3460,elements
Neptunium has the atomic number of 4.,0,3461,elements
Radium is in the Nonmetal group.,0,3462,elements
Thorium appears in its standard state as Liquid.,0,3463,elements
Lanthanum has the atomic number of 17.,0,3464,elements
Cobalt is in the Post-transition metal group.,0,3465,elements
Gallium is a toxic element used in some semiconductors and infrared detectors.,0,3466,elements
Rubidium appears in its standard state as Gas.,0,3467,elements
Technetium appears in its standard state as Gas.,0,3468,elements
Palladium is in the Nonmetal group.,0,3469,elements
Mercury has the symbol Cl.,0,3470,elements
Thulium appears in its standard state as Gas.,0,3471,elements
Lithium has the atomic number of 56.,0,3472,elements
Neon is in the Post-transition metal group.,0,3473,elements
Cadmium is used in magnets and lasers.,0,3474,elements
Strontium appears in its standard state as Gas.,0,3475,elements
Thallium has the symbol Sr.,0,3476,elements
Rubidium is in the Lanthanide group.,0,3477,elements
Copper has the symbol Ta.,0,3478,elements
Uranium has the symbol Re.,0,3479,elements
Hydrogen has the atomic number of 24.,0,3480,elements
Bromine appears in its standard state as Solid.,0,3481,elements
Hafnium is essential for thyroid function and is used as a disinfectant.,0,3482,elements
Antimony is in the Noble gas group.,0,3483,elements
Nickel appears in its standard state as Gas.,0,3484,elements
Krypton appears in its standard state as Solid.,0,3485,elements
Gadolinium has the atomic number of 6.,0,3486,elements
Holmium has the atomic number of 92.,0,3487,elements
"Rhenium is used in coins, batteries, and corrosion-resistant alloys.",0,3488,elements
Francium has the atomic number of 61.,0,3489,elements
Phosphorus has the symbol Zn.,0,3490,elements
Copper is in the Post-transition metal group.,0,3491,elements
Rhodium appears in its standard state as Gas.,0,3492,elements
Beryllium is in the Actinide group.,0,3493,elements
"Samarium is used in lasers, atomic clocks, and some solar cells.",0,3494,elements
Lead has the atomic number of 31.,0,3495,elements
Calcium appears in its standard state as Gas.,0,3496,elements
Gadolinium is used in flame retardants and as a fumigant.,0,3497,elements
Radium appears in its standard state as Gas.,0,3498,elements
Hydrogen appears in its standard state as Solid.,0,3499,elements
Helium has the atomic number of 62.,0,3500,elements
Lead has the symbol Na.,0,3501,elements
Ruthenium appears in its standard state as Liquid.,0,3502,elements
Cobalt has the atomic number of 72.,0,3503,elements
"Zirconium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications.",0,3504,elements
Silver has the atomic number of 82.,0,3505,elements
Scandium appears in its standard state as Gas.,0,3506,elements
Hydrogen is in the Actinide group.,0,3507,elements
Ytterbium is in the Noble gas group.,0,3508,elements
Sodium is in the Post-transition metal group.,0,3509,elements
Europium has the symbol Ga.,0,3510,elements
Praseodymium is in the Nonmetal group.,0,3511,elements
Krypton is in the Alkaline earth metal group.,0,3512,elements
Iodine has the symbol Nb.,0,3513,elements
Europium has the atomic number of 92.,0,3514,elements
Protactinium is in the Post-transition metal group.,0,3515,elements
Iodine is in the Transition metal group.,0,3516,elements
Boron has the atomic number of 70.,0,3517,elements
Argon has the atomic number of 12.,0,3518,elements
Zinc has the symbol Fr.,0,3519,elements
Actinium appears in its standard state as Gas.,0,3520,elements
Boron has the symbol Pm.,0,3521,elements
Titanium is in the Nonmetal group.,0,3522,elements
Platinum is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,0,3523,elements
Germanium has the symbol Br.,0,3524,elements
Silver has the symbol Sb.,0,3525,elements
Niobium appears in its standard state as Gas.,0,3526,elements
Radon has the atomic number of 41.,0,3527,elements
Tellurium has the symbol O.,0,3528,elements
Beryllium has the symbol As.,0,3529,elements
Xenon has the atomic number of 37.,0,3530,elements
Selenium appears in its standard state as Gas.,0,3531,elements
Actinium is in the Post-transition metal group.,0,3532,elements
Yttrium is in the Post-transition metal group.,0,3533,elements
Bismuth has the symbol La.,0,3534,elements
Thorium has the atomic number of 78.,0,3535,elements
Samarium has the symbol Pr.,0,3536,elements
Manganese is in the Nonmetal group.,0,3537,elements
Sodium appears in its standard state as Gas.,0,3538,elements
Gold appears in its standard state as Gas.,0,3539,elements
Lithium is essential for thyroid function and is used as a disinfectant.,0,3540,elements
Tungsten has the atomic number of 54.,0,3541,elements
Gadolinium appears in its standard state as Gas.,0,3542,elements
"Titanium is used in lasers, atomic clocks, and some solar cells.",0,3543,elements
Silicon has the symbol Rn.,0,3544,elements
Platinum is in the Halogen group.,0,3545,elements
Dysprosium is in the Transition metal group.,0,3546,elements
